fold,test_month,n_stocks,nifty_return,regime,avg_corr,nifty_vol,position_scale,LightGBM_rank_ic,LightGBM_hit_rate_pct,LightGBM_top10_gross,LightGBM_top10_net,LightGBM_bot10_gross,LightGBM_ls_spread_net,LightGBM_turnover,LightGBM_position_scale,LightGBM_n_long,LightGBM_n_short,XGBoost_rank_ic,XGBoost_hit_rate_pct,XGBoost_top10_gross,XGBoost_top10_net,XGBoost_bot10_gross,XGBoost_ls_spread_net,XGBoost_turnover,XGBoost_position_scale,XGBoost_n_long,XGBoost_n_short,RandomForest_rank_ic,RandomForest_hit_rate_pct,RandomForest_top10_gross,RandomForest_top10_net,RandomForest_bot10_gross,RandomForest_ls_spread_net,RandomForest_turnover,RandomForest_position_scale,RandomForest_n_long,RandomForest_n_short,Ensemble_rank_ic,Ensemble_hit_rate_pct,Ensemble_top10_gross,Ensemble_top10_net,Ensemble_bot10_gross,Ensemble_ls_spread_net,Ensemble_turnover,Ensemble_position_scale,Ensemble_n_long,Ensemble_n_short
86,2022-04,48,-0.08197144077324757,normal,0.2963,0.1969,0.856,-0.22752930959617887,12.5,-0.11191578438755541,-0.09836791143574743,-0.03747958516131081,-0.06885338653766537,1.0,0.856,8,8,-0.0449413808076422,25.0,-0.08487237963881467,-0.07521875697082535,-0.09555233966600463,0.004006045783274612,1.0,0.856,8,8,-0.2567303517151541,12.5,-0.12128296879528597,-0.10622572128876479,-0.06644735664115403,-0.05175428400393693,0.9375,0.856,8,8,-0.1580547112462006,12.5,-0.09795840218350506,-0.08642039226908033,-0.06644735664115403,-0.032109454984252474,1.0,0.856,8,8
87,2022-05,48,-0.0302223699998822,normal,0.3727,0.1852,0.892,-0.4053408597481546,37.5,-0.06349350514953271,-0.05897770659338318,0.018384137027049174,-0.07771785682151104,0.875,0.892,8,8,-0.4463742943986105,25.0,-0.07500315901384047,-0.0690770678403457,0.025461564474083678,-0.09396303335122834,0.8125,0.892,8,8,-0.41424229266174556,25.0,-0.05568995489339795,-0.05184968976491098,0.03062326277578545,-0.0813398901609116,0.8125,0.892,8,8,-0.45082501085540594,25.0,-0.07500315901384048,-0.06924431784034571,0.031190123072276425,-0.09940740762081628,0.875,0.892,8,8
88,2022-06,48,0.13481982518962354,elevated,0.4013,0.2372,0.732,0.40838037342596617,100.0,0.18289558858305055,0.13215414227136443,0.04999859836147103,0.09382973969933907,0.7857142857142857,0.732,7,7,0.3764654798089449,100.0,0.17452021660204448,0.12602336998126798,0.06056052800026384,0.07996763491364628,0.7857142857142857,0.732,7,7,0.38699522362136346,100.0,0.17750048439148294,0.12820492600313693,0.1108543379033408,0.0453341220864629,0.7857142857142857,0.732,7,7,0.4306339557099435,100.0,0.17750048439148294,0.12820492600313693,0.06056052800026384,0.08214919093551523,0.7857142857142857,0.732,7,7
89,2022-07,48,0.0617408165014652,normal,0.3997,0.1753,0.922,0.22926617455492834,77.77777777777779,0.054749357960578025,0.04832757470631961,0.0139544436688794,0.03331024431027947,0.7777777777777777,0.922,9,9,0.07598784194528875,66.66666666666666,0.035980590346306775,0.031022770965961514,0.0409637240774309,-0.008897115966763108,0.7777777777777778,0.922,9,9,0.2989578810247503,77.77777777777779,0.08067131125514035,0.0720739489772394,0.03450429320201375,0.037955990644982715,0.8333333333333333,0.922,9,9,0.17770299609205384,77.77777777777779,0.054749357960578025,0.04817390803965294,0.030301781224788923,0.017930665750397555,0.8333333333333333,0.922,9,9
90,2022-08,48,-0.03316475999166083,normal,0.1986,0.1244,1.0,0.05905340859748154,20.0,-0.028404492517344178,-0.03065449251734418,-0.037775986240864465,0.004871493723520283,0.75,1.0,10,10,0.17086409031697786,10.0,-0.04659526001260518,-0.04899526001260518,-0.046921884833200256,-0.004473375179404923,0.8,1.0,10,10,-0.022036474164133738,20.0,-0.04096496011230513,-0.04291496011230513,-0.0387990064377646,-0.0060659536745405335,0.6499999999999999,1.0,10,10,0.09379070777247069,20.0,-0.03536540094624291,-0.03761540094624291,-0.04588819772810968,0.00602279678186677,0.75,1.0,10,10
91,2022-09,48,0.05519316447253527,normal,0.2926,0.1423,1.0,0.44941380807642206,100.0,0.0956724453393767,0.09372244533937671,0.03552080143147246,0.05625164390790425,0.6499999999999999,1.0,10,10,0.33923143725575333,100.0,0.08762295760569452,0.08522295760569452,-0.00335689078371437,0.0861798483894089,0.8,1.0,10,10,0.4560356057316543,100.0,0.1070308560218283,0.1050808560218283,0.024135411791245048,0.07899544423058326,0.6499999999999999,1.0,10,10,0.42433782023447675,100.0,0.09731594460918407,0.09506594460918406,0.01808921580577277,0.0747267288034113,0.75,1.0,10,10
92,2022-10,48,0.02595451794312825,normal,0.319,0.1556,0.983,-0.014654798089448546,77.77777777777779,0.044135534662171017,0.04109156390624744,0.012151957535808066,0.026852522981881448,0.7777777777777778,0.983,9,9,0.0900998697351281,66.66666666666666,0.03155767510183139,0.028563694625100257,0.03847050863416903,-0.0117103153622879,0.8333333333333333,0.983,9,9,0.15664350846721667,66.66666666666666,0.043807114747955,0.040932560463906434,0.033408388409387035,0.005962281324145648,0.7222222222222222,0.983,9,9,0.06741207121146331,66.66666666666666,0.035977693641765535,0.03307240618318885,0.03202662550351072,-0.000703433353428852,0.7777777777777778,0.983,9,9
93,2022-11,48,-0.03605982917296386,normal,0.3211,0.1463,1.0,0.04374728614850194,20.0,-0.02843830882350611,-0.03098830882350611,-0.030926632759476557,-0.0026116760640295528,0.8500000000000001,1.0,10,10,0.013026487190620929,30.0,-0.017211570870856587,-0.019611570870856587,-0.028732541199432148,0.006720970328575562,0.8,1.0,10,10,-0.0039079461571862786,30.0,-0.01946000056470657,-0.021710000564706573,-0.03084859659842142,0.006888596033714847,0.75,1.0,10,10,0.037125488493269646,20.0,-0.0299118222366491,-0.0323118222366491,-0.028732541199432148,-0.005979281037216951,0.8,1.0,10,10
94,2022-12,48,-0.01642910403922165,normal,0.1864,0.0968,1.0,-0.17260095527572733,40.0,-0.0407356994893341,-0.0428356994893341,0.017184002780080178,-0.06211970226941428,0.7,1.0,10,10,-0.07121146330872774,50.0,-0.02117245221346326,-0.02372245221346326,-0.01938711165410189,-0.00688534055936137,0.8500000000000001,1.0,10,10,-0.07620495006513242,50.0,-0.029305128528948465,-0.031405128528948466,-0.00527578916069865,-0.028229339368249815,0.7,1.0,10,10,-0.1607685627442466,50.0,-0.029579394536666463,-0.03167939453666646,0.02171579576426228,-0.05549519030092874,0.7,1.0,10,10
95,2023-01,48,-0.033516695224209365,normal,0.293,0.1164,1.0,0.25271385149804604,40.0,-0.015894711031141963,-0.018144711031141965,-0.052144157606171616,0.03174944657502965,0.75,1.0,10,10,0.34433347807207987,30.0,-0.02524968103609616,-0.02764968103609616,-0.0720367641334263,0.04198708309733014,0.8,1.0,10,10,0.21526270082501084,50.0,-0.01135022467980571,-0.01345022467980571,-0.044193118880738305,0.0286428942009326,0.7,1.0,10,10,0.29461571862787667,40.0,-0.01783126708969644,-0.01993126708969644,-0.052262309130740384,0.030231042041043946,0.7,1.0,10,10
96,2023-02,48,0.03284191139883252,normal,0.1886,0.1187,1.0,0.12668258792878853,100.0,0.04969920843775206,0.047449208437752056,0.030846463478881696,0.014352744958870359,0.75,1.0,10,10,0.1924663482414242,90.0,0.04897776979784331,0.04657776979784331,0.02867758080390693,0.01550018899393638,0.8,1.0,10,10,0.3084020842379505,100.0,0.0599884811109477,0.0575884811109477,0.038449047154124436,0.016739433956823264,0.8,1.0,10,10,0.20201910551454622,100.0,0.058498569425607425,0.05624856942560742,0.026403705300518488,0.027594864125088936,0.75,1.0,10,10
97,2023-03,48,0.056353547300190855,normal,0.1195,0.1005,1.0,0.023664785062961352,70.0,0.061428958894971,0.059028958894971,0.06106677265419584,-0.0044378137592248415,0.8,1.0,10,10,-0.05905340859748154,70.0,0.06048410910612142,0.057934109106121415,0.05995585065388902,-0.004571741547767599,0.8500000000000001,1.0,10,10,0.15175857577073382,70.0,0.07002192045476685,0.06747192045476685,0.043140106610793226,0.021781813843973624,0.8500000000000001,1.0,10,10,0.04537559704732957,70.0,0.05460764947312728,0.052507649473127284,0.051546556581821744,-0.0011389071086944577,0.7,1.0,10,10
98,2023-04,48,0.04910511340458915,normal,0.2483,0.1351,1.0,0.12993920972644377,80.0,0.06789391744219293,0.06609391744219294,0.021237812320303712,0.043056105121889225,0.6,1.0,10,10,0.07696482848458532,70.0,0.05976468417246957,0.05781468417246957,0.027109345688717278,0.028755338483752294,0.6499999999999999,1.0,10,10,0.021710811984368215,70.0,0.04454838256066283,0.04274838256066283,0.027319440035489688,0.013628942525173143,0.6,1.0,10,10,0.07653061224489796,80.0,0.06578397043538253,0.06383397043538254,0.017171121522720673,0.04471284891266186,0.6499999999999999,1.0,10,10
99,2023-05,48,0.053312810638751845,normal,0.1181,0.0819,1.0,0.018454190186712984,90.0,0.05132458563583957,0.048624585635839566,0.0644244318597576,-0.01849984622391803,0.9,1.0,10,10,0.08108988276161529,90.0,0.06877424352274439,0.06652424352274439,0.05443774503951101,0.009836498483233376,0.75,1.0,10,10,0.07967867998263135,90.0,0.06651067291533695,0.06411067291533695,0.06187167434404609,-0.00016100142870914547,0.8,1.0,10,10,0.07392531480677378,90.0,0.0655385766229554,0.0631385766229554,0.06211007307731292,-0.0013714964543575237,0.8,1.0,10,10
100,2023-06,48,0.018794988787675663,normal,0.1433,0.0901,1.0,0.2027789839339991,60.0,0.04211858796960187,0.03941858796960187,0.0030380268739637296,0.03368056109563814,0.9,1.0,10,10,0.17325227963525838,50.0,0.028827322551833335,0.026577322551833336,0.022627779760404306,0.0016995427914290318,0.75,1.0,10,10,0.20256187581415544,80.0,0.06161017211176748,0.05891017211176748,0.0146395890614511,0.041570583050316384,0.9,1.0,10,10,0.18171949630916195,60.0,0.038288828195748734,0.03573882819574874,0.01562579441308978,0.017563033782658957,0.8500000000000001,1.0,10,10
101,2023-07,48,0.024714410292252558,normal,0.207,0.0793,1.0,0.41239687364307426,90.0,0.07555683331425633,0.07330683331425633,-0.004831196329509059,0.07588802964376538,0.75,1.0,10,10,0.385909683022145,90.0,0.07704674875573017,0.07509674875573018,-0.001926321420625081,0.07507307017635526,0.6499999999999999,1.0,10,10,0.3378202344767694,80.0,0.062393758374686935,0.060443758374686934,0.00788210196108036,0.05061165641360657,0.65,1.0,10,10,0.3897090751194094,80.0,0.06218029501214434,0.060380295012144335,0.0022757963191430905,0.05630449869300125,0.6,1.0,10,10
102,2023-08,48,0.04416201251382967,normal,0.1106,0.0854,1.0,0.062418584455058615,80.0,0.060958388821053,0.058708388821053,0.018427956009435732,0.03803043281161726,0.75,1.0,10,10,0.07761615284411637,80.0,0.0611498897108677,0.0590498897108677,0.03425849004307026,0.022691399667797443,0.7,1.0,10,10,0.1252713851498046,80.0,0.045724875790127725,0.04362487579012773,0.020344708498959634,0.021180167291168093,0.7,1.0,10,10,0.09748154580981327,80.0,0.06095838882105299,0.05870838882105299,0.017692691908819003,0.038765696912233985,0.75,1.0,10,10
103,2023-09,48,0.01744789502645411,normal,0.1637,0.065,1.0,0.056556665219279205,50.0,0.01904704712032857,0.01709704712032857,0.008551013358926392,0.0065960337614021786,0.6499999999999999,1.0,10,10,0.09129396439426833,50.0,0.016579352663217133,0.014629352663217132,-0.0014121585637109108,0.014091511226928043,0.6499999999999999,1.0,10,10,0.13341293964394269,60.0,0.02341058491316505,0.021310584913165048,0.010914373254959869,0.008296211658205179,0.7,1.0,10,10,0.09172818063395571,50.0,0.01657935266321713,0.01447935266321713,0.008551013358926392,0.0038283393042907385,0.7,1.0,10,10
104,2023-10,48,0.11985943545175476,normal,0.2176,0.0913,1.0,0.3739687364307425,100.0,0.1268092092822987,0.1248592092822987,0.06885435724121748,0.05405485204108122,0.6499999999999999,1.0,10,10,0.15762049500651323,100.0,0.1181371684874751,0.11618716848747511,0.11514426312561543,-0.0009070946381403155,0.6499999999999999,1.0,10,10,0.27431610942249235,100.0,0.1324967026125306,0.1308467026125306,0.07982189819234872,0.04937480442018187,0.55,1.0,10,10,0.31111593573599655,100.0,0.12762898705307396,0.12567898705307395,0.09782102018354362,0.02590796686953034,0.6499999999999999,1.0,10,10
105,2023-11,48,0.07783578275759163,normal,0.324,0.1104,1.0,-0.1271168041684759,80.0,0.045084341645025575,0.04283434164502557,0.07242593923773362,-0.03184159759270805,0.75,1.0,10,10,-0.093573599652627,90.0,0.07269266357986962,0.07044266357986961,0.07972243696195601,-0.011529773382086397,0.75,1.0,10,10,-0.12570560138949197,100.0,0.08123675238161526,0.07928675238161527,0.07874494131716679,-0.001408188935551516,0.65,1.0,10,10,-0.11745549283543204,80.0,0.04624685032845323,0.04414685032845323,0.08048873877736691,-0.038441888448913684,0.7,1.0,10,10
106,2023-12,48,0.023821196647081395,normal,0.1682,0.0718,1.0,0.3318497611810681,50.0,0.04618652117083893,0.043936521170838926,-0.0514535781148293,0.09314009928566822,0.75,1.0,10,10,0.18095961788970907,50.0,0.0551878109417409,0.0526378109417409,-0.03835848172259347,0.08844629266433437,0.8500000000000001,1.0,10,10,0.1525184541901867,30.0,-0.005433673805621162,-0.007533673805621161,-0.006735594884891417,-0.0028980789207297443,0.7,1.0,10,10,0.2767042987407729,50.0,0.04949310729525912,0.04709310729525912,-0.0514535781148293,0.09614668541008842,0.8,1.0,10,10
107,2024-01,48,0.020231361037889688,normal,0.225,0.116,1.0,0.10844550586191924,50.0,0.020772203897049788,0.019422203897049788,-0.01717216951459821,0.035244373411647996,0.45,1.0,10,10,0.10725141120277899,40.0,0.007945671659647383,0.006595671659647383,-0.013029779183363361,0.018275450843010743,0.45,1.0,10,10,0.0679548415110725,50.0,0.02785486103204553,0.026204861032045532,-0.01036934713024489,0.03492420816229042,0.55,1.0,10,10,0.09900130264871905,40.0,0.010828569871605843,0.009628569871605843,-0.02889819137525934,0.03732676124686518,0.4,1.0,10,10
108,2024-02,48,0.002519793616983051,normal,0.271,0.1589,0.973,0.18823273990447245,77.77777777777779,0.04861610207222747,0.04568180064961066,-0.03637056850908012,0.07944869714227895,0.5555555555555556,0.973,9,9,0.10573165436387322,66.66666666666666,0.024214764508117857,0.021939299199732008,0.0042327461437084565,0.016199170535237013,0.5555555555555556,0.973,9,9,0.2454407294832827,66.66666666666666,0.051169139796075416,0.048003739688248045,-0.02488964732575711,0.07043753320287638,0.6111111111111112,0.973,9,9,0.2026704298740773,88.88888888888889,0.05809468931573963,0.05490446603754799,-0.010737674075120848,0.0637305562459739,0.5555555555555556,0.973,9,9
109,2024-03,48,0.0077346349242125535,normal,0.1741,0.0925,1.0,0.0023881893182805037,40.0,-0.012351097986570834,-0.014451097986570833,-0.02076828765777386,0.004217189671203025,0.7,1.0,10,10,0.14415979157620495,80.0,0.0563061107617426,0.054506110761742596,0.026731258974707166,0.02597485178703543,0.6,1.0,10,10,0.22275293095961787,80.0,0.049940744472047494,0.048290744472047495,-0.0016535797866915197,0.048294324258739016,0.55,1.0,10,10,0.14926183239253146,80.0,0.03860389148120171,0.03695389148120171,-0.0032794593850376795,0.038583350866239395,0.55,1.0,10,10
110,2024-04,48,0.05431589543955362,normal,0.3031,0.1215,1.0,0.2307859313938341,90.0,0.061987036452557334,0.05973703645255733,0.027272705865660617,0.030214330586896716,0.75,1.0,10,10,0.09281372123317412,100.0,0.08483258772552069,0.08273258772552068,0.031392300656173044,0.04924028706934764,0.7,1.0,10,10,0.18931828050369082,100.0,0.07969386988778374,0.07729386988778374,0.0328764819766618,0.04201738791112194,0.8,1.0,10,10,0.1818280503690838,100.0,0.08260245960445126,0.08065245960445126,0.043948181598758504,0.03475427800569276,0.6499999999999999,1.0,10,10
111,2024-05,48,0.0964825032611268,normal,0.1885,0.0994,1.0,-0.14155449413808077,80.0,0.09357474724674171,0.09117474724674171,0.09705304560206178,-0.008278298355320068,0.8,1.0,10,10,-0.04906643508467217,100.0,0.1088849386086278,0.1063349386086278,0.1044526407977006,-0.0006677021890727913,0.8500000000000001,1.0,10,10,-0.17379504993486755,90.0,0.0713306442428776,0.0692306442428776,0.10817281971517093,-0.04104217547229333,0.7,1.0,10,10,-0.14947894051237515,80.0,0.07800535200446898,0.07575535200446898,0.10897812402314311,-0.03547277201867413,0.75,1.0,10,10
112,2024-06,48,0.02699031539728439,normal,0.2293,0.111,1.0,0.27192792010421185,100.0,0.10914941712980242,0.10719941712980242,0.0171929775784815,0.08805643955132092,0.6499999999999999,1.0,10,10,0.18986105080330004,80.0,0.059930626774460635,0.057980626774460635,0.031244248587165492,0.024786378187295142,0.6499999999999999,1.0,10,10,0.10095527572731221,90.0,0.07893835091969535,0.07713835091969536,0.01769037950229564,0.05764797141739972,0.6,1.0,10,10,0.21135475466782458,90.0,0.09032805445346395,0.08837805445346396,0.02614039819903437,0.060287656254429584,0.6499999999999999,1.0,10,10
113,2024-07,48,0.02687695288651189,elevated,0.3792,0.2865,0.6,-0.3744029526704299,50.0,0.02605146405629576,0.014880878433777455,0.06700681622603323,-0.026073211301842484,0.41666666666666663,0.6,6,6,-0.3871037776812853,33.33333333333333,-0.0007016183622077671,-0.0013209710173246601,0.06559464568445685,-0.04157775842799876,0.5,0.6,6,6,-0.46808510638297873,50.0,0.003715966918872949,0.0013295801513237692,0.07807038822888195,-0.04641265278600539,0.5,0.6,6,6,-0.4101172383847156,33.33333333333333,-0.008589748171782968,-0.00590384890306978,0.08350881591925031,-0.05675913845461997,0.41666666666666663,0.6,6,6
114,2024-08,48,0.0025645658470157024,normal,0.2083,0.0901,1.0,-0.08749457229700389,40.0,-0.008761733742979578,-0.010561733742979577,0.008563573989107892,-0.02092530773208747,0.6,1.0,10,10,-0.018128528006947458,60.0,0.0018061315370874822,-0.00044386846291251804,0.02164303740940197,-0.024336905872314487,0.75,1.0,10,10,0.015631784628745114,50.0,-0.007954674127327291,-0.010204674127327291,0.009188668494992423,-0.021643342622319713,0.75,1.0,10,10,-0.02811550151975684,60.0,0.0018061315370874816,-0.0004438684629125187,0.016253397596339408,-0.018947266059251924,0.75,1.0,10,10
115,2024-09,48,-0.08724815708920575,normal,0.3609,0.148,1.0,-0.2511940946591402,10.0,-0.10719094216917338,-0.10914094216917337,-0.05873908975090629,-0.052351852418267085,0.6499999999999999,1.0,10,10,-0.067629179331307,10.0,-0.10320306962768462,-0.10530306962768463,-0.11122358709831079,0.0038205174706261585,0.7,1.0,10,10,-0.0322405557967868,10.0,-0.10887810321073284,-0.11112810321073284,-0.08219777819255605,-0.031180325018176788,0.75,1.0,10,10,-0.1488276161528441,10.0,-0.10320306962768462,-0.10545306962768462,-0.07445734254243877,-0.033245727085245855,0.75,1.0,10,10
116,2024-10,48,-0.0043592504346599975,normal,0.2541,0.1191,1.0,-0.135258358662614,20.0,-0.047963685855401755,-0.05051368585540175,0.0003659793136355005,-0.05342966516903725,0.8500000000000001,1.0,10,10,-0.14926183239253146,20.0,-0.057603645326023266,-0.059703645326023264,0.013505499806185492,-0.07530914513220875,0.7,1.0,10,10,-0.10030395136778116,10.0,-0.0655653494835122,-0.0678153494835122,-0.00523367508974269,-0.06483167439376951,0.75,1.0,10,10,-0.14394268345636127,10.0,-0.05973954214875314,-0.06228954214875314,-0.005582749223927939,-0.0592567929248252,0.8500000000000001,1.0,10,10
117,2024-11,48,-0.03918679547136333,normal,0.1509,0.0958,1.0,-0.40425531914893614,0.0,-0.10450444574887492,-0.10615444574887492,-0.022762175930356926,-0.085042269818518,0.55,1.0,10,10,-0.3369518019973947,0.0,-0.10288458255482605,-0.10468458255482604,-0.02319961380303764,-0.0832849687517884,0.6000000000000001,1.0,10,10,-0.21352583586626142,10.0,-0.09205830919320357,-0.09340830919320357,-0.05275513787705096,-0.04200317131615261,0.45,1.0,10,10,-0.3539947894051237,10.0,-0.08603224024413136,-0.08783224024413136,-0.03387249917810082,-0.055759741066030544,0.6000000000000001,1.0,10,10
118,2024-12,48,0.014641457734891054,normal,0.3706,0.1621,0.963,0.11821537125488493,66.66666666666666,0.005284850821327171,0.0026818113409380656,-0.01303343451613068,0.01282550877997191,0.8333333333333333,0.963,9,9,0.12679114198871036,88.88888888888889,0.045962459368056284,0.0421753483714382,-0.01121307368260719,0.050887038327788923,0.7222222222222222,0.963,9,9,0.04135909683022145,44.44444444444444,-0.03008672823725654,-0.03089951929247805,-0.015780230188018763,-0.01762915762141598,0.6666666666666666,0.963,9,9,0.08847155883630047,66.66666666666666,0.0012685422834016978,-0.0008648937810841648,-0.014779640310114453,0.011281399837556053,0.7222222222222222,0.963,9,9
119,2025-01,48,-0.03885119123206205,normal,0.2629,0.109,1.0,0.03419452887537994,40.0,-0.02536436686383133,-0.027764366863831328,-0.051270097472175036,0.02110573060834371,0.8,1.0,10,10,0.09379070777247069,50.0,-0.02278472968970884,-0.025184729689708838,-0.04440798584193341,0.01682325615222457,0.8,1.0,10,10,0.027247069040382106,50.0,-0.023197675870394917,-0.025297675870394918,-0.03237277551636417,0.004975099645969254,0.7,1.0,10,10,0.04982631350412505,40.0,-0.028414753843768105,-0.030814753843768104,-0.06148280284742095,0.028268049003652845,0.8,1.0,10,10
120,2025-02,47,0.08505460280935172,normal,0.2684,0.1293,1.0,-0.05180388529139686,100.0,0.0905864725406024,0.0881864725406024,0.09026196535214553,-0.004475492811543136,0.8,1.0,10,10,0.12985661424606845,100.0,0.11590677296163762,0.11410677296163763,0.006307005349790382,0.10599976761184725,0.6,1.0,10,10,-0.02127659574468085,100.0,0.10655434247201741,0.10415434247201741,0.07369450194081406,0.028059840531203348,0.8,1.0,10,10,0.04463459759481961,90.0,0.10547432197355103,0.10322432197355103,0.06313110939313825,0.037843212580412774,0.75,1.0,10,10
121,2025-03,48,0.06404038525083271,normal,0.2473,0.1188,1.0,0.29559270516717323,90.0,0.10711890812873286,0.10471890812873286,0.0370165832741295,0.06530232485460336,0.8,1.0,10,10,0.1762917933130699,90.0,0.0906514120749525,0.0884014120749525,0.03976006744546938,0.04639134462948312,0.75,1.0,10,10,0.272579244463743,90.0,0.11019095754969029,0.10779095754969029,0.03976006744546938,0.06563089010422091,0.8,1.0,10,10,0.2912505427702996,90.0,0.11441933275343397,0.11201933275343397,0.03976006744546938,0.06985926530796459,0.8,1.0,10,10
122,2025-04,48,0.021624686368803936,normal,0.3713,0.127,1.0,0.1801997394702562,80.0,0.060038206211751835,0.058388206211751836,0.00275763530586741,0.05398057090588443,0.55,1.0,10,10,0.2930959617889709,90.0,0.07381023386218918,0.07201023386218919,0.00010077301095302929,0.07010946085123616,0.6,1.0,10,10,0.5064046895353885,90.0,0.06601002890587476,0.06421002890587477,-0.00718473039062717,0.06959475929650194,0.6,1.0,10,10,0.3183890577507599,80.0,0.0690130491365608,0.0673630491365608,-0.004704154914970979,0.07041720405153178,0.55,1.0,10,10
123,2025-05,48,0.022484210558227788,normal,0.3939,0.2182,0.79,0.12375162831089882,71.42857142857143,0.01475943664391657,0.010644240662979804,0.012842807075528012,-0.0005172912124016132,0.42857142857142855,0.79,7,7,0.14079461571862786,71.42857142857143,0.01475943664391657,0.010644240662979804,0.0063053427393140555,0.0046473056132074145,0.42857142857142855,0.79,7,7,0.09563612679114199,85.71428571428571,0.018951616307218613,0.014125348311274134,0.0149625942072498,0.0014584703161182218,0.3571428571428571,0.79,7,7,0.15306122448979592,71.42857142857143,0.01475943664391657,0.010644240662979804,0.0063053427393140555,0.0046473056132074145,0.42857142857142855,0.79,7,7
124,2025-06,48,-0.030446239912812048,normal,0.4563,0.1829,0.899,0.06567520625271385,25.0,-0.0291593348863917,-0.02806842956286614,-0.031396982470943385,-0.0016967298214880383,0.6875,0.899,8,8,0.3383630047763786,50.0,0.01480638825226675,0.011119630538787808,-0.03876176322264705,0.04377514317594751,0.8125,0.899,8,8,0.060247503256621794,37.5,-0.0008138582038615134,-0.0022487210252715006,-0.03811470247067583,0.030499333995866074,0.5625,0.899,8,8,0.2077724706904038,37.5,-0.001480044224045499,-0.0031847472574169037,-0.030049882140421636,0.02197590928682215,0.6875,0.899,8,8
125,2025-07,48,0.03407045536732469,normal,0.3046,0.1066,1.0,0.17824576639166304,80.0,0.08158704029025435,0.07918704029025435,0.022245357344919742,0.05454168294533461,0.8,1.0,10,10,0.17379504993486755,90.0,0.07217600467021781,0.06977600467021781,0.0173249646723246,0.05005103999789322,0.8,1.0,10,10,0.061767260095527576,70.0,0.0499026113296027,0.0478026113296027,0.02793304411956609,0.01776956721003661,0.7,1.0,10,10,0.1754233608336952,80.0,0.0911104235788621,0.08901042357886209,0.03039412965340112,0.05651629392546097,0.7,1.0,10,10
126,2025-08,48,0.03650672029699708,normal,0.118,0.0745,1.0,0.2337168910117238,90.0,0.03781821190308858,0.03541821190308858,-0.0003972305016835503,0.03341544240477213,0.8,1.0,10,10,0.23046026921406862,80.0,0.051533657470041364,0.04928365747004136,0.023356675658127518,0.02367698181191384,0.75,1.0,10,10,0.31328701693443334,100.0,0.060836823756474825,0.05828682375647483,0.0030426025104375197,0.05269422124603731,0.8500000000000001,1.0,10,10,0.27105948762483717,90.0,0.04639302157816378,0.04399302157816378,0.015019467818678855,0.026573553759484926,0.8,1.0,10,10
127,2025-09,48,0.052442586947169106,normal,0.2655,0.0993,1.0,-0.025401650021710815,90.0,0.05391888404593605,0.05181888404593605,0.05963713241190338,-0.00991824836596733,0.7,1.0,10,10,-0.13243595310464612,80.0,0.02273640058758647,0.02018640058758647,0.05444650573145902,-0.03681010514387255,0.8500000000000001,1.0,10,10,0.09476769431176725,90.0,0.052777301162308485,0.05052730116230848,0.02974739129127683,0.018529909871031654,0.75,1.0,10,10,-0.0687147199305254,90.0,0.048509525341903274,0.04625952534190327,0.06969077516760058,-0.025681249825697312,0.75,1.0,10,10
128,2025-10,48,0.01521672554795502,normal,0.1596,0.0688,1.0,0.46765089014329136,80.0,0.05202212152995892,0.04977212152995892,-0.00690502548982026,0.05442714701977918,0.75,1.0,10,10,0.2784411636995224,80.0,0.04698731802351664,0.04488731802351664,-0.012324224118328345,0.05511154214184499,0.7,1.0,10,10,0.24066435084672166,80.0,0.03921844303820173,0.03726844303820173,0.002093186159175589,0.033225256879026145,0.6499999999999999,1.0,10,10,0.34791576204950064,80.0,0.04698731802351665,0.044737318023516645,-0.006272856840368292,0.04876017486388494,0.75,1.0,10,10
129,2025-11,48,0.007699758587839166,normal,0.1501,0.0762,1.0,-0.08250108554059922,60.0,0.010144608503514941,0.00789460850351494,0.027371118238283483,-0.021726509734768543,0.75,1.0,10,10,-0.07229700390794615,60.0,0.012427150265542319,0.010777150265542318,0.02901604818507511,-0.019888897919532793,0.55,1.0,10,10,0.0734910985670864,70.0,0.014752148150208718,0.013102148150208718,0.01112813796093287,0.00032401018927584804,0.55,1.0,10,10,-0.046678245766391666,70.0,0.01949616899083908,0.01769616899083908,0.01969489244843236,-0.0037987234575932796,0.6,1.0,10,10
130,2025-12,48,0.004880040825333617,normal,0.195,0.0781,1.0,0.15783760312635692,90.0,0.03811962076990485,0.03661962076990485,0.0029085139712368493,0.032211106798667996,0.5,1.0,10,10,0.11018237082066869,60.0,-0.0029880912837763306,-0.00448809128377633,-0.008941087037213882,0.002952995753437552,0.5,1.0,10,10,0.1107251411202779,60.0,-0.011903352086235722,-0.013553352086235723,-0.01785522011041066,0.0026518680241749398,0.55,1.0,10,10,0.1223404255319149,70.0,0.00541243586554096,0.00376243586554096,-0.008984366840272411,0.01109680270581337,0.55,1.0,10,10
