month,regime,position_scale,avg_corr,nifty_vol,n_long,n_short,long_portfolio,short_portfolio,long_return_gross,long_return_net,ls_spread_net,turnover,nifty_return
2022-02,normal,0.943,0.3255,0.1686,9,9,"ADANIPORTS.NS, TATASTEEL.NS, SHREECEM.NS, TECHM.NS, JSWSTEEL.NS, HCLTECH.NS, DIVISLAB.NS, ONGC.NS, LT.NS","HINDUNILVR.NS, BHARTIARTL.NS, KOTAKBANK.NS, COALINDIA.NS, HDFCBANK.NS, TITAN.NS, NESTLEIND.NS, HINDALCO.NS, BRITANNIA.NS",0.07073062293224863,0.06449864409177712,0.051606761441322396,0.7777777777777778,0.05288138205352481
2022-03,crisis,0.35,0.6042,0.2827,3,3,"TATASTEEL.NS, APOLLOHOSP.NS, KOTAKBANK.NS","INFY.NS, BHARTIARTL.NS, SUNPHARMA.NS",-0.06567147710592557,-0.023860016987073948,0.009364088902098437,0.8333333333333333,-0.04512082195828996
2022-04,normal,0.856,0.2963,0.1969,8,8,"POWERGRID.NS, TATASTEEL.NS, HDFCLIFE.NS, BHARTIARTL.NS, HINDALCO.NS, APOLLOHOSP.NS, ONGC.NS, TCS.NS","ADANIPORTS.NS, EICHERMOT.NS, BAJAJ-AUTO.NS, TATACONSUM.NS, MARUTI.NS, NTPC.NS, SHREECEM.NS, NESTLEIND.NS",-0.09795840218350506,-0.08642039226908033,-0.032109454984252474,1.0,-0.08197144077324757
2022-05,normal,0.892,0.3727,0.1852,8,8,"HINDALCO.NS, TECHM.NS, APOLLOHOSP.NS, TATASTEEL.NS, DIVISLAB.NS, HCLTECH.NS, ASIANPAINT.NS, INDUSINDBK.NS","BAJAJ-AUTO.NS, SBILIFE.NS, HEROMOTOCO.NS, DRREDDY.NS, BRITANNIA.NS, HINDUNILVR.NS, NESTLEIND.NS, EICHERMOT.NS",-0.07500315901384048,-0.06924431784034571,-0.09940740762081628,0.875,-0.0302223699998822
2022-06,elevated,0.732,0.4013,0.2372,7,7,"M&M.NS, HINDALCO.NS, ITC.NS, WIPRO.NS, TECHM.NS, BAJAJFINSV.NS, TATASTEEL.NS","HINDUNILVR.NS, DRREDDY.NS, RELIANCE.NS, HDFCLIFE.NS, SBILIFE.NS, BRITANNIA.NS, MARUTI.NS",0.17750048439148294,0.12820492600313693,0.08214919093551523,0.7857142857142857,0.13481982518962354
2022-07,normal,0.922,0.3997,0.1753,9,9,"NTPC.NS, ITC.NS, TECHM.NS, APOLLOHOSP.NS, INFY.NS, CIPLA.NS, DIVISLAB.NS, POWERGRID.NS, ONGC.NS","M&M.NS, ULTRACEMCO.NS, TATACONSUM.NS, BRITANNIA.NS, NESTLEIND.NS, ICICIBANK.NS, HINDUNILVR.NS, ASIANPAINT.NS, BAJAJ-AUTO.NS",0.054749357960578025,0.04817390803965294,0.017930665750397555,0.8333333333333333,0.0617408165014652
2022-08,normal,1.0,0.1986,0.1244,10,10,"HINDALCO.NS, GRASIM.NS, APOLLOHOSP.NS, TATASTEEL.NS, ONGC.NS, TECHM.NS, SUNPHARMA.NS, LT.NS, BAJAJ-AUTO.NS, COALINDIA.NS","ASIANPAINT.NS, DIVISLAB.NS, WIPRO.NS, CIPLA.NS, BAJAJFINSV.NS, MARUTI.NS, KOTAKBANK.NS, UPL.NS, NESTLEIND.NS, SHREECEM.NS",-0.03536540094624291,-0.03761540094624291,0.00602279678186677,0.75,-0.03316475999166083
2022-09,normal,1.0,0.2926,0.1423,10,10,"HINDALCO.NS, TATASTEEL.NS, AXISBANK.NS, BAJAJFINSV.NS, APOLLOHOSP.NS, LT.NS, JSWSTEEL.NS, UPL.NS, COALINDIA.NS, ITC.NS","BAJAJ-AUTO.NS, SBIN.NS, DRREDDY.NS, TITAN.NS, TATACONSUM.NS, SUNPHARMA.NS, ASIANPAINT.NS, HDFCLIFE.NS, EICHERMOT.NS, MARUTI.NS",0.09731594460918407,0.09506594460918406,0.0747267288034113,0.75,0.05519316447253527
2022-10,normal,0.983,0.319,0.1556,9,9,"DIVISLAB.NS, POWERGRID.NS, ADANIPORTS.NS, HINDALCO.NS, LT.NS, ITC.NS, COALINDIA.NS, APOLLOHOSP.NS, JSWSTEEL.NS","RELIANCE.NS, BRITANNIA.NS, DRREDDY.NS, ASIANPAINT.NS, MARUTI.NS, HDFCLIFE.NS, WIPRO.NS, NESTLEIND.NS, AXISBANK.NS",0.035977693641765535,0.03307240618318885,-0.000703433353428852,0.7777777777777778,0.02595451794312825
2022-11,normal,1.0,0.3211,0.1463,10,10,"ITC.NS, TITAN.NS, NTPC.NS, COALINDIA.NS, CIPLA.NS, GRASIM.NS, TECHM.NS, HINDALCO.NS, ONGC.NS, SBIN.NS","INFY.NS, HINDUNILVR.NS, HEROMOTOCO.NS, HDFCBANK.NS, HCLTECH.NS, TCS.NS, DIVISLAB.NS, BRITANNIA.NS, SHREECEM.NS, JSWSTEEL.NS",-0.0299118222366491,-0.0323118222366491,-0.005979281037216951,0.8,-0.03605982917296386
2022-12,normal,1.0,0.1864,0.0968,10,10,"DIVISLAB.NS, UPL.NS, AXISBANK.NS, EICHERMOT.NS, GRASIM.NS, KOTAKBANK.NS, POWERGRID.NS, BPCL.NS, TITAN.NS, ONGC.NS","HINDUNILVR.NS, INDUSINDBK.NS, TATACONSUM.NS, M&M.NS, ULTRACEMCO.NS, HINDALCO.NS, ITC.NS, BRITANNIA.NS, BAJAJ-AUTO.NS, SHREECEM.NS",-0.029579394536666463,-0.03167939453666646,-0.05549519030092874,0.7,-0.01642910403922165
2023-01,normal,1.0,0.293,0.1164,10,10,"HINDALCO.NS, ADANIPORTS.NS, ONGC.NS, TATASTEEL.NS, BHARTIARTL.NS, COALINDIA.NS, INFY.NS, ICICIBANK.NS, TITAN.NS, AXISBANK.NS","HCLTECH.NS, BRITANNIA.NS, TATACONSUM.NS, TCS.NS, DRREDDY.NS, HINDUNILVR.NS, DIVISLAB.NS, TECHM.NS, HDFCLIFE.NS, NESTLEIND.NS",-0.01783126708969644,-0.01993126708969644,0.030231042041043946,0.7,-0.033516695224209365
2023-02,normal,1.0,0.1886,0.1187,10,10,"COALINDIA.NS, AXISBANK.NS, ADANIPORTS.NS, SUNPHARMA.NS, BPCL.NS, HINDALCO.NS, TATASTEEL.NS, ITC.NS, ICICIBANK.NS, SBIN.NS","HEROMOTOCO.NS, ULTRACEMCO.NS, TATACONSUM.NS, EICHERMOT.NS, HCLTECH.NS, TCS.NS, RELIANCE.NS, DRREDDY.NS, BAJAJ-AUTO.NS, SHREECEM.NS",0.058498569425607425,0.05624856942560742,0.027594864125088936,0.75,0.03284191139883252
2023-03,normal,1.0,0.1195,0.1005,10,10,"TCS.NS, ADANIPORTS.NS, BAJAJFINSV.NS, COALINDIA.NS, INFY.NS, ITC.NS, BAJFINANCE.NS, NTPC.NS, BRITANNIA.NS, TATASTEEL.NS","SHREECEM.NS, TATACONSUM.NS, DRREDDY.NS, HCLTECH.NS, ASIANPAINT.NS, BAJAJ-AUTO.NS, NESTLEIND.NS, HINDUNILVR.NS, DIVISLAB.NS, ULTRACEMCO.NS",0.05460764947312728,0.052507649473127284,-0.0011389071086944577,0.7,0.056353547300190855
2023-04,normal,1.0,0.2483,0.1351,10,10,"COALINDIA.NS, ADANIPORTS.NS, INFY.NS, INDUSINDBK.NS, SBIN.NS, SUNPHARMA.NS, HINDUNILVR.NS, M&M.NS, ITC.NS, HDFCLIFE.NS","UPL.NS, KOTAKBANK.NS, RELIANCE.NS, HINDALCO.NS, DRREDDY.NS, SBILIFE.NS, JSWSTEEL.NS, BRITANNIA.NS, BAJAJ-AUTO.NS, ULTRACEMCO.NS",0.06578397043538253,0.06383397043538254,0.04471284891266186,0.6499999999999999,0.04910511340458915
2023-05,normal,1.0,0.1181,0.0819,10,10,"ADANIPORTS.NS, HINDALCO.NS, APOLLOHOSP.NS, HDFCBANK.NS, AXISBANK.NS, DRREDDY.NS, NESTLEIND.NS, LT.NS, SBIN.NS, NTPC.NS","BPCL.NS, INDUSINDBK.NS, ULTRACEMCO.NS, HEROMOTOCO.NS, SHREECEM.NS, TCS.NS, TECHM.NS, HDFCLIFE.NS, DIVISLAB.NS, BRITANNIA.NS",0.0655385766229554,0.0631385766229554,-0.0013714964543575237,0.8,0.053312810638751845
2023-06,normal,1.0,0.1433,0.0901,10,10,"HINDALCO.NS, COALINDIA.NS, BHARTIARTL.NS, NTPC.NS, ADANIPORTS.NS, TITAN.NS, ITC.NS, LT.NS, ICICIBANK.NS, EICHERMOT.NS","TECHM.NS, SBILIFE.NS, INDUSINDBK.NS, BPCL.NS, POWERGRID.NS, TCS.NS, INFY.NS, HEROMOTOCO.NS, TATACONSUM.NS, HDFCLIFE.NS",0.038288828195748734,0.03573882819574874,0.017563033782658957,0.8500000000000001,0.018794988787675663
2023-07,normal,1.0,0.207,0.0793,10,10,"INFY.NS, TECHM.NS, TITAN.NS, HCLTECH.NS, SUNPHARMA.NS, NESTLEIND.NS, COALINDIA.NS, BHARTIARTL.NS, HINDALCO.NS, BPCL.NS","POWERGRID.NS, TATACONSUM.NS, BAJFINANCE.NS, SBILIFE.NS, UPL.NS, HEROMOTOCO.NS, DIVISLAB.NS, MARUTI.NS, BAJAJFINSV.NS, APOLLOHOSP.NS",0.06218029501214434,0.060380295012144335,0.05630449869300125,0.6,0.024714410292252558
2023-08,normal,1.0,0.1106,0.0854,10,10,"RELIANCE.NS, APOLLOHOSP.NS, ASIANPAINT.NS, HINDALCO.NS, ITC.NS, BAJAJ-AUTO.NS, UPL.NS, COALINDIA.NS, BAJFINANCE.NS, BPCL.NS","M&M.NS, ICICIBANK.NS, EICHERMOT.NS, MARUTI.NS, HINDUNILVR.NS, ADANIPORTS.NS, DIVISLAB.NS, HCLTECH.NS, WIPRO.NS, CIPLA.NS",0.06095838882105299,0.05870838882105299,0.038765696912233985,0.75,0.04416201251382967
2023-09,normal,1.0,0.1637,0.065,10,10,"JSWSTEEL.NS, ITC.NS, UPL.NS, WIPRO.NS, BAJAJFINSV.NS, BPCL.NS, EICHERMOT.NS, SBIN.NS, TITAN.NS, GRASIM.NS","SUNPHARMA.NS, HINDUNILVR.NS, HDFCBANK.NS, KOTAKBANK.NS, HDFCLIFE.NS, MARUTI.NS, NTPC.NS, INDUSINDBK.NS, TATACONSUM.NS, DIVISLAB.NS",0.01657935266321713,0.01447935266321713,0.0038283393042907385,0.7,0.01744789502645411
2023-10,normal,1.0,0.2176,0.0913,10,10,"UPL.NS, JSWSTEEL.NS, WIPRO.NS, TATASTEEL.NS, COALINDIA.NS, ITC.NS, LT.NS, DRREDDY.NS, HINDALCO.NS, APOLLOHOSP.NS","ADANIPORTS.NS, NESTLEIND.NS, INDUSINDBK.NS, ICICIBANK.NS, BRITANNIA.NS, TATACONSUM.NS, HCLTECH.NS, BAJFINANCE.NS, HDFCLIFE.NS, SBILIFE.NS",0.12762898705307396,0.12567898705307395,0.02590796686953034,0.6499999999999999,0.11985943545175476
2023-11,normal,1.0,0.324,0.1104,10,10,"BAJFINANCE.NS, JSWSTEEL.NS, TATASTEEL.NS, DIVISLAB.NS, COALINDIA.NS, MARUTI.NS, BPCL.NS, ITC.NS, BRITANNIA.NS, M&M.NS","NESTLEIND.NS, POWERGRID.NS, SBIN.NS, APOLLOHOSP.NS, HCLTECH.NS, ICICIBANK.NS, RELIANCE.NS, HEROMOTOCO.NS, HDFCLIFE.NS, UPL.NS",0.04624685032845323,0.04414685032845323,-0.038441888448913684,0.7,0.07783578275759163
2023-12,normal,1.0,0.1682,0.0718,10,10,"AXISBANK.NS, LT.NS, INDUSINDBK.NS, HDFCLIFE.NS, M&M.NS, COALINDIA.NS, APOLLOHOSP.NS, SUNPHARMA.NS, HEROMOTOCO.NS, NTPC.NS","HCLTECH.NS, BAJAJFINSV.NS, HDFCBANK.NS, UPL.NS, KOTAKBANK.NS, INFY.NS, ICICIBANK.NS, EICHERMOT.NS, HINDUNILVR.NS, NESTLEIND.NS",0.04949310729525912,0.04709310729525912,0.09614668541008842,0.8,0.023821196647081395
2024-01,normal,1.0,0.225,0.116,10,10,"HDFCBANK.NS, INDUSINDBK.NS, COALINDIA.NS, EICHERMOT.NS, HEROMOTOCO.NS, M&M.NS, NTPC.NS, AXISBANK.NS, BRITANNIA.NS, JSWSTEEL.NS","BAJAJFINSV.NS, KOTAKBANK.NS, HINDUNILVR.NS, RELIANCE.NS, INFY.NS, HCLTECH.NS, ADANIPORTS.NS, APOLLOHOSP.NS, BAJFINANCE.NS, UPL.NS",0.010828569871605843,0.009628569871605843,0.03732676124686518,0.4,0.020231361037889688
2024-02,normal,0.973,0.271,0.1589,9,9,"M&M.NS, HINDALCO.NS, COALINDIA.NS, NTPC.NS, LT.NS, ONGC.NS, ITC.NS, EICHERMOT.NS, TITAN.NS","KOTAKBANK.NS, TCS.NS, CIPLA.NS, SHREECEM.NS, UPL.NS, RELIANCE.NS, APOLLOHOSP.NS, TATACONSUM.NS, HDFCBANK.NS",0.05809468931573963,0.05490446603754799,0.0637305562459739,0.5555555555555556,0.002519793616983051
2024-03,normal,1.0,0.1741,0.0925,10,10,"AXISBANK.NS, ONGC.NS, TATASTEEL.NS, ITC.NS, COALINDIA.NS, HCLTECH.NS, BRITANNIA.NS, JSWSTEEL.NS, BPCL.NS, EICHERMOT.NS","MARUTI.NS, RELIANCE.NS, APOLLOHOSP.NS, UPL.NS, HINDUNILVR.NS, GRASIM.NS, ICICIBANK.NS, ADANIPORTS.NS, KOTAKBANK.NS, CIPLA.NS",0.03860389148120171,0.03695389148120171,0.038583350866239395,0.55,0.0077346349242125535
2024-04,normal,1.0,0.3031,0.1215,10,10,"TECHM.NS, LT.NS, BAJAJ-AUTO.NS, BPCL.NS, BAJFINANCE.NS, COALINDIA.NS, NESTLEIND.NS, BHARTIARTL.NS, CIPLA.NS, M&M.NS","RELIANCE.NS, DIVISLAB.NS, BAJAJFINSV.NS, MARUTI.NS, UPL.NS, HCLTECH.NS, HINDUNILVR.NS, ICICIBANK.NS, SBIN.NS, GRASIM.NS",0.08260245960445126,0.08065245960445126,0.03475427800569276,0.6499999999999999,0.05431589543955362
2024-05,normal,1.0,0.1885,0.0994,10,10,"COALINDIA.NS, M&M.NS, ONGC.NS, ULTRACEMCO.NS, CIPLA.NS, NTPC.NS, SHREECEM.NS, INDUSINDBK.NS, TITAN.NS, TATASTEEL.NS","ICICIBANK.NS, RELIANCE.NS, HINDUNILVR.NS, BAJAJFINSV.NS, BHARTIARTL.NS, SBILIFE.NS, AXISBANK.NS, SBIN.NS, HINDALCO.NS, WIPRO.NS",0.07800535200446898,0.07575535200446898,-0.03547277201867413,0.75,0.0964825032611268
2024-06,normal,1.0,0.2293,0.111,10,10,"LT.NS, ONGC.NS, HCLTECH.NS, SUNPHARMA.NS, COALINDIA.NS, BAJAJ-AUTO.NS, TCS.NS, NTPC.NS, HEROMOTOCO.NS, HDFCLIFE.NS","ULTRACEMCO.NS, TECHM.NS, DRREDDY.NS, BRITANNIA.NS, ICICIBANK.NS, BHARTIARTL.NS, HINDUNILVR.NS, RELIANCE.NS, GRASIM.NS, DIVISLAB.NS",0.09032805445346395,0.08837805445346396,0.060287656254429584,0.6499999999999999,0.02699031539728439
2024-07,elevated,0.6,0.3792,0.2865,6,6,"ONGC.NS, BAJAJ-AUTO.NS, WIPRO.NS, LT.NS, NTPC.NS, SBIN.NS","ASIANPAINT.NS, KOTAKBANK.NS, BAJAJFINSV.NS, TECHM.NS, HINDUNILVR.NS, DIVISLAB.NS",-0.008589748171782968,-0.00590384890306978,-0.05675913845461997,0.41666666666666663,0.02687695288651189
2024-08,normal,1.0,0.2083,0.0901,10,10,"HEROMOTOCO.NS, ONGC.NS, BAJAJ-AUTO.NS, COALINDIA.NS, LT.NS, BPCL.NS, TATASTEEL.NS, JSWSTEEL.NS, NTPC.NS, BAJAJFINSV.NS","SUNPHARMA.NS, UPL.NS, INFY.NS, TECHM.NS, KOTAKBANK.NS, TCS.NS, INDUSINDBK.NS, HDFCLIFE.NS, SBILIFE.NS, DIVISLAB.NS",0.0018061315370874816,-0.0004438684629125187,-0.018947266059251924,0.75,0.0025645658470157024
2024-09,normal,1.0,0.3609,0.148,10,10,"ONGC.NS, BAJAJ-AUTO.NS, COALINDIA.NS, M&M.NS, POWERGRID.NS, ULTRACEMCO.NS, WIPRO.NS, HEROMOTOCO.NS, BHARTIARTL.NS, ADANIPORTS.NS","JSWSTEEL.NS, SUNPHARMA.NS, APOLLOHOSP.NS, CIPLA.NS, KOTAKBANK.NS, BRITANNIA.NS, DIVISLAB.NS, EICHERMOT.NS, INDUSINDBK.NS, HINDALCO.NS",-0.10320306962768462,-0.10545306962768462,-0.033245727085245855,0.75,-0.08724815708920575
2024-10,normal,1.0,0.2541,0.1191,10,10,"INDUSINDBK.NS, POWERGRID.NS, ONGC.NS, BAJAJ-AUTO.NS, NTPC.NS, COALINDIA.NS, TATASTEEL.NS, BPCL.NS, HEROMOTOCO.NS, ITC.NS","AXISBANK.NS, BAJAJFINSV.NS, DIVISLAB.NS, HDFCBANK.NS, UPL.NS, ICICIBANK.NS, EICHERMOT.NS, BAJFINANCE.NS, SUNPHARMA.NS, HDFCLIFE.NS",-0.05973954214875314,-0.06228954214875314,-0.0592567929248252,0.8500000000000001,-0.0043592504346599975
2024-11,normal,1.0,0.1509,0.0958,10,10,"ADANIPORTS.NS, HEROMOTOCO.NS, COALINDIA.NS, POWERGRID.NS, BPCL.NS, ONGC.NS, CIPLA.NS, TATASTEEL.NS, BAJAJ-AUTO.NS, TCS.NS","JSWSTEEL.NS, TATACONSUM.NS, HINDUNILVR.NS, GRASIM.NS, LT.NS, RELIANCE.NS, NESTLEIND.NS, EICHERMOT.NS, SBILIFE.NS, ICICIBANK.NS",-0.08603224024413136,-0.08783224024413136,-0.055759741066030544,0.6000000000000001,-0.03918679547136333
2024-12,normal,0.963,0.3706,0.1621,9,9,"ITC.NS, NTPC.NS, HEROMOTOCO.NS, INFY.NS, HCLTECH.NS, BAJAJ-AUTO.NS, ONGC.NS, WIPRO.NS, INDUSINDBK.NS","M&M.NS, EICHERMOT.NS, DIVISLAB.NS, HDFCLIFE.NS, DRREDDY.NS, ICICIBANK.NS, SBIN.NS, CIPLA.NS, HDFCBANK.NS",0.0012685422834016978,-0.0008648937810841648,0.011281399837556053,0.7222222222222222,0.014641457734891054
2025-01,normal,1.0,0.2629,0.109,10,10,"BAJAJ-AUTO.NS, ADANIPORTS.NS, HEROMOTOCO.NS, COALINDIA.NS, BHARTIARTL.NS, DIVISLAB.NS, HDFCLIFE.NS, HINDALCO.NS, HCLTECH.NS, SUNPHARMA.NS","SBIN.NS, SHREECEM.NS, TECHM.NS, TITAN.NS, MARUTI.NS, HDFCBANK.NS, TCS.NS, ICICIBANK.NS, UPL.NS, HINDUNILVR.NS",-0.028414753843768105,-0.030814753843768104,0.028268049003652845,0.8,-0.03885119123206205
2025-02,normal,1.0,0.2684,0.1293,10,10,"LT.NS, M&M.NS, ONGC.NS, BPCL.NS, BAJAJFINSV.NS, ADANIPORTS.NS, NTPC.NS, ULTRACEMCO.NS, ASIANPAINT.NS, HCLTECH.NS","SHREECEM.NS, SBILIFE.NS, HINDALCO.NS, TITAN.NS, HINDUNILVR.NS, NESTLEIND.NS, HDFCBANK.NS, JSWSTEEL.NS, TATASTEEL.NS, MARUTI.NS",0.10547432197355103,0.10322432197355103,0.037843212580412774,0.75,0.08505460280935172
2025-03,normal,1.0,0.2473,0.1188,10,10,"HEROMOTOCO.NS, DRREDDY.NS, M&M.NS, ADANIPORTS.NS, BPCL.NS, DIVISLAB.NS, POWERGRID.NS, TCS.NS, BAJAJ-AUTO.NS, INDUSINDBK.NS","GRASIM.NS, AXISBANK.NS, HDFCBANK.NS, TATASTEEL.NS, ICICIBANK.NS, HINDALCO.NS, JSWSTEEL.NS, SHREECEM.NS, BAJAJFINSV.NS, HDFCLIFE.NS",0.11441933275343397,0.11201933275343397,0.06985926530796459,0.8,0.06404038525083271
2025-04,normal,1.0,0.3713,0.127,10,10,"HEROMOTOCO.NS, INDUSINDBK.NS, ONGC.NS, BAJFINANCE.NS, BAJAJ-AUTO.NS, EICHERMOT.NS, TATASTEEL.NS, ADANIPORTS.NS, HINDALCO.NS, HCLTECH.NS","JSWSTEEL.NS, UPL.NS, NESTLEIND.NS, RELIANCE.NS, GRASIM.NS, HDFCBANK.NS, KOTAKBANK.NS, HDFCLIFE.NS, AXISBANK.NS, BRITANNIA.NS",0.0690130491365608,0.0673630491365608,0.07041720405153178,0.55,0.021624686368803936
2025-05,normal,0.79,0.3939,0.2182,7,7,"INDUSINDBK.NS, HINDALCO.NS, ONGC.NS, CIPLA.NS, BAJAJ-AUTO.NS, HCLTECH.NS, ITC.NS","AXISBANK.NS, BAJFINANCE.NS, SBILIFE.NS, TITAN.NS, BRITANNIA.NS, ICICIBANK.NS, RELIANCE.NS",0.01475943664391657,0.010644240662979804,0.0046473056132074145,0.42857142857142855,0.022484210558227788
2025-06,normal,0.899,0.4563,0.1829,8,8,"HEROMOTOCO.NS, NTPC.NS, ONGC.NS, COALINDIA.NS, HINDALCO.NS, BHARTIARTL.NS, CIPLA.NS, JSWSTEEL.NS","GRASIM.NS, DRREDDY.NS, TATACONSUM.NS, HDFCBANK.NS, BPCL.NS, TITAN.NS, HDFCLIFE.NS, SBILIFE.NS",-0.001480044224045499,-0.0031847472574169037,0.02197590928682215,0.6875,-0.030446239912812048
2025-07,normal,1.0,0.3046,0.1066,10,10,"NTPC.NS, COALINDIA.NS, AXISBANK.NS, SUNPHARMA.NS, ASIANPAINT.NS, MARUTI.NS, EICHERMOT.NS, M&M.NS, POWERGRID.NS, HEROMOTOCO.NS","WIPRO.NS, HDFCBANK.NS, NESTLEIND.NS, BRITANNIA.NS, SBILIFE.NS, HINDALCO.NS, ICICIBANK.NS, TCS.NS, HDFCLIFE.NS, APOLLOHOSP.NS",0.0911104235788621,0.08901042357886209,0.05651629392546097,0.7,0.03407045536732469
2025-08,normal,1.0,0.118,0.0745,10,10,"SHREECEM.NS, BAJAJ-AUTO.NS, HINDUNILVR.NS, BPCL.NS, SBILIFE.NS, BHARTIARTL.NS, AXISBANK.NS, M&M.NS, RELIANCE.NS, ADANIPORTS.NS","BAJFINANCE.NS, ONGC.NS, ULTRACEMCO.NS, TCS.NS, WIPRO.NS, KOTAKBANK.NS, CIPLA.NS, UPL.NS, TITAN.NS, DRREDDY.NS",0.04639302157816378,0.04399302157816378,0.026573553759484926,0.8,0.03650672029699708
2025-09,normal,1.0,0.2655,0.0993,10,10,"HEROMOTOCO.NS, BAJAJ-AUTO.NS, TECHM.NS, INDUSINDBK.NS, HDFCBANK.NS, ICICIBANK.NS, RELIANCE.NS, WIPRO.NS, ULTRACEMCO.NS, AXISBANK.NS","TCS.NS, ASIANPAINT.NS, TATACONSUM.NS, TATASTEEL.NS, SBIN.NS, HINDUNILVR.NS, KOTAKBANK.NS, NESTLEIND.NS, BPCL.NS, MARUTI.NS",0.048509525341903274,0.04625952534190327,-0.025681249825697312,0.75,0.052442586947169106
2025-10,normal,1.0,0.1596,0.0688,10,10,"BAJFINANCE.NS, DRREDDY.NS, INFY.NS, WIPRO.NS, TECHM.NS, HDFCLIFE.NS, ASIANPAINT.NS, HINDUNILVR.NS, BHARTIARTL.NS, ADANIPORTS.NS","HINDALCO.NS, SBILIFE.NS, SUNPHARMA.NS, TATACONSUM.NS, ITC.NS, TCS.NS, POWERGRID.NS, TITAN.NS, TATASTEEL.NS, JSWSTEEL.NS",0.04698731802351665,0.044737318023516645,0.04876017486388494,0.75,0.01521672554795502
2025-11,normal,1.0,0.1501,0.0762,10,10,"INFY.NS, EICHERMOT.NS, ULTRACEMCO.NS, M&M.NS, TECHM.NS, BAJAJ-AUTO.NS, CIPLA.NS, HCLTECH.NS, DRREDDY.NS, WIPRO.NS","KOTAKBANK.NS, ICICIBANK.NS, SUNPHARMA.NS, ADANIPORTS.NS, HDFCLIFE.NS, NTPC.NS, TATACONSUM.NS, BRITANNIA.NS, HINDALCO.NS, TITAN.NS",0.01949616899083908,0.01769616899083908,-0.0037987234575932796,0.6,0.007699758587839166
2025-12,normal,1.0,0.195,0.0781,10,10,"ULTRACEMCO.NS, DRREDDY.NS, BAJAJ-AUTO.NS, SUNPHARMA.NS, APOLLOHOSP.NS, SHREECEM.NS, HCLTECH.NS, HINDUNILVR.NS, HEROMOTOCO.NS, INFY.NS","M&M.NS, KOTAKBANK.NS, HDFCLIFE.NS, BPCL.NS, NESTLEIND.NS, AXISBANK.NS, TATACONSUM.NS, TITAN.NS, UPL.NS, SBILIFE.NS",0.00541243586554096,0.00376243586554096,0.01109680270581337,0.55,0.004880040825333617
2026-01,normal,1.0,0.2518,0.076,10,10,"CIPLA.NS, SUNPHARMA.NS, RELIANCE.NS, COALINDIA.NS, INDUSINDBK.NS, GRASIM.NS, BHARTIARTL.NS, M&M.NS, BAJAJFINSV.NS, UPL.NS","HCLTECH.NS, NESTLEIND.NS, TATACONSUM.NS, NTPC.NS, HEROMOTOCO.NS, APOLLOHOSP.NS, TITAN.NS, BPCL.NS, HINDALCO.NS, TATASTEEL.NS",-0.04061817850064547,-0.04316817850064547,-0.006747724142897107,0.8500000000000001,-0.06014482839269242
2026-02,normal,1.0,0.2131,0.0916,10,10,"DIVISLAB.NS, INFY.NS, HCLTECH.NS, M&M.NS, TCS.NS, TECHM.NS, UPL.NS, CIPLA.NS, WIPRO.NS, HINDUNILVR.NS","NESTLEIND.NS, NTPC.NS, AXISBANK.NS, ULTRACEMCO.NS, ASIANPAINT.NS, APOLLOHOSP.NS, LT.NS, JSWSTEEL.NS, TATASTEEL.NS, BPCL.NS",-0.0927608706973754,-0.0950108706973754,0.0033136216599787965,0.75,-0.09519509253318438
